Date of Download: 2023-06-13_15:13:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search Parameters: Data Level:all  Trait List:  Trial List:10977  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,branching level counting|CO_334:0000079,dry matter content by specific gravity method|CO_334:0000160,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh storage root weight per plot|CO_334:0000012,initial plant vigor assessment 1-5|CO_334:0000220,lodged plants estimation 1-3|CO_334:0000301,marketable root number counting|CO_334:0000169,number of planted stakes per plot counting|CO_334:0000159,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant height with leaf in cm|CO_334:0000123,plant stands harvested counting|CO_334:0000010,root color visual rating 1-3|CO_334:0000221,root constriction visual rating 1-3|CO_334:0000109,root evaluation scaled 1-5|CO_334:0000228,root length evaluation scaled 1-3|CO_334:0000226,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,rotted storage root counting|CO_334:0000084,sprout count discrete counting|CO_334:0000138,storage root neck length visual rating 1-3|CO_334:0000223,storage root shape visual rating 1-6|CO_334:0000020,thrips severity : visual 1-5|CO_334:0002084,total carotenoid by chart 1-8|CO_334:0000161,notes
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207310,AM1472A-109,,plot,5330081,202267IDEPR_repe_rep1_AM1472A-109_386,1,1,386,9,18,test,,0,33.06781451,210,6.25,2.6,3,1,6,4,3,210,30,2,3,1,3,2,2410,232,0,3,2,2,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207312,AM1472A-110,,plot,5329513,202267IDEPR_repe_rep1_AM1472A-110_373,1,1,373,9,5,test,,,,,,,2,,,4,,,,,,,,,,,,1,,,2,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207313,AM1472A-111,,plot,5329922,202267IDEPR_repe_rep1_AM1472A-111_647,1,1,647,15,3,test,,0,,160,0.480769231,0.2,3,1,0,4,4,160,10,1,3,1,5,2,,,0,2,2,3,4,4,"Flecos, Alta Pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207314,AM1472A-112,,plot,5329754,202267IDEPR_repe_rep1_AM1472A-112_581,1,1,581,13,29,test,,,,,,,,,,4,,,,,,,,,,,,0,,,,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207315,AM1472A-113,,plot,5329540,202267IDEPR_repe_rep1_AM1472A-113_235,1,1,235,6,42,test,,3,34.93595456,100,11.53846154,4.8,3,1,15,4,3,150,30,4,2,1,2,3,3790,401,5,4,1,3,3,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207311,AM1472A-11,,plot,5329808,202267IDEPR_repe_rep1_AM1472A-11_442,1,1,442,10,19,test,,3,25.96998439,100,3.605769231,1.5,3,3,3,4,4,220,20,4,3,1,4,3,1360,79,0,4,1,3,2,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207316,AM1472A-114,,plot,5328630,202267IDEPR_repe_rep1_AM1472A-114_563,1,1,563,13,11,test,,,,,,,3,,,4,,,,,,,,,,,,1,,,2,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207317,AM1472A-115,,plot,5329461,202267IDEPR_repe_rep1_AM1472A-115_354,1,1,354,8,15,test,,,,,,,,,,4,,,,,,,,,,,,0,,,,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207318,AM1472A-116,,plot,5329444,202267IDEPR_repe_rep1_AM1472A-116_233,1,1,233,6,44,test,,0,31.59245677,190,5.528846154,2.3,3,1,2,4,4,190,30,4,3,2,4,3,1840,163,0,4,1,2,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207319,AM1472A-117,,plot,5329850,202267IDEPR_repe_rep1_AM1472A-117_592,1,1,592,13,40,test,,3,,80,,,2,3,,4,5,150,30,,,,,,,,,1,,,4,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207320,AM1472A-118,,plot,5330229,202267IDEPR_repe_rep1_AM1472A-118_527,1,1,527,12,26,test,,4,28.12204301,40,0.961538462,0.4,2,3,0,4,4,160,30,2,3,,5,,100,7,0,2,,,4,3,"Muy mala. No raiz. Pudricion total (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207321,AM1472A-119,,plot,5329893,202267IDEPR_repe_rep1_AM1472A-119_254,1,1,254,6,23,test,,0,24.53947368,140,1.201923077,0.5,3,1,0,4,5,140,10,1,3,1,5,2,260,13,0,1,1,3,4,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207323,AM1472A-120,,plot,5329664,202267IDEPR_repe_rep1_AM1472A-120_627,1,1,627,14,18,test,,4,22.80416667,30,0.240384615,0.1,3,3,0,4,5,150,20,2,3,1,5,2,150,6,1,2,2,3,3,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207324,AM1472A-121,,plot,5330242,202267IDEPR_repe_rep1_AM1472A-121_669,1,1,669,15,25,test,,0,29.46330049,110,2.403846154,1,3,1,0,4,5,110,20,3,3,1,5,2,440,34,0,4,1,2,5,3,"Alta pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207325,AM1472A-122,,plot,5328958,202267IDEPR_repe_rep1_AM1472A-122_156,1,1,156,4,29,test,,,,,,,1,,,4,,,,,,,,,,,,1,,,1,,"No hay raiz (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207326,AM1472A-123,,plot,5328698,202267IDEPR_repe_rep1_AM1472A-123_756,1,1,756,17,20,test,,,,,,,,,,4,,,,,,,,,,,,0,,,,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207327,AM1472A-124,,plot,5328798,202267IDEPR_repe_rep1_AM1472A-124_674,1,1,674,15,30,test,,4,25.6819202,40,3.125,1.3,3,3,1,4,4,200,30,3,3,1,4,3,850,48,0,3,2,3,1,4,"Flecos (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207322,AM1472A-12,,plot,5330140,202267IDEPR_repe_rep1_AM1472A-12_500,1,1,500,11,40,test,,0,,110,,,3,1,,4,5,110,10,,,,,,,,,3,,,4,,"No Raiz. Pudricion Total (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207328,AM1472A-125,,plot,5328660,202267IDEPR_repe_rep1_AM1472A-125_247,1,1,247,6,30,test,,,,,,,,,,4,,,,,,,,,,,,0,,,,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207329,AM1472A-126,,plot,5328638,202267IDEPR_repe_rep1_AM1472A-126_2,1,1,2,1,2,test,,,,,,,,,,4,,,,,,,,,,,,0,,,,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207330,AM1472A-127,,plot,5329471,202267IDEPR_repe_rep1_AM1472A-127_251,1,1,251,6,26,test,,,,,,,1,,,4,,,,,,,,,,,,4,,,3,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207331,AM1472A-128,,plot,5330123,202267IDEPR_repe_rep1_AM1472A-128_162,1,1,162,4,23,test,,,,,,,2,,,4,,,,,,,,,,,,1,,,3,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207332,AM1472A-129,,plot,5329265,202267IDEPR_repe_rep1_AM1472A-129_10,1,1,10,1,10,test,,2,31.65,50,4.326923077,1.8,3,1,0,4,4,140,30,4,3,1,4,2,720,64,0,4,1,2,1,1,"Alta Pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207334,AM1472A-130,,plot,5329725,202267IDEPR_repe_rep1_AM1472A-130_738,1,1,738,17,2,test,,2,23.29626866,140,2.403846154,1,3,3,0,4,3,190,30,3,3,1,5,3,210,9,0,3,2,3,1,3,"Alta Pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207336,AM1472A-132,,plot,5329702,202267IDEPR_repe_rep1_AM1472A-132_578,1,1,578,13,26,test,,2,27.12448276,100,0.721153846,0.3,3,3,0,4,4,180,20,2,3,1,5,2,310,20,0,3,2,3,4,4,"Alta Pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207337,AM1472A-133,,plot,5329759,202267IDEPR_repe_rep1_AM1472A-133_357,1,1,357,8,12,test,,2,30.3412243,80,10.81730769,4.5,3,1,7,4,3,180,40,4,1,1,3,3,3550,291,0,4,1,2,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207333,AM1472A-13,,plot,5330212,202267IDEPR_repe_rep1_AM1472A-13_407,1,1,407,9,39,test,,,,,,,3,,,4,,,,,,,,,,,,1,,,4,,"No Raiz. Pudricion Total (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207338,AM1472A-134,,plot,5328814,202267IDEPR_repe_rep1_AM1472A-134_114,1,1,114,3,22,test,,,23.16648352,,0.961538462,0.4,3,,0,4,,,,3,1,1,5,2,190,8,0,4,1,2,5,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207340,AM1472A-136,,plot,5330056,202267IDEPR_repe_rep1_AM1472A-136_478,1,1,478,11,18,test,,2,31.40824635,30,3.125,1.3,3,1,0,4,4,150,10,2,3,1,4,2,1050,92,0,3,1,3,4,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207342,AM1472A-138,,plot,5329492,202267IDEPR_repe_rep1_AM1472A-138_389,1,1,389,9,21,test,,2,31.55963211,160,3.846153846,1.6,3,1,2,4,3,200,20,2,3,1,3,3,1640,145,0,2,1,3,4,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207345,AM1472A-140,,plot,5329630,202267IDEPR_repe_rep1_AM1472A-140_798,1,1,798,18,31,test,,0,23.69527027,140,0.480769231,0.2,3,3,0,4,4,140,30,4,3,1,5,2,310,14,0,4,2,3,3,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207347,AM1472A-142,,plot,5328867,202267IDEPR_repe_rep1_AM1472A-142_552,1,1,552,12,1,test,,0,22.5404,120,0.480769231,0.2,3,2,0,4,5,120,20,3,1,1,5,1,260,10,0,4,1,2,4,3,"Alta Pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207349,AM1472A-144,,plot,5329199,202267IDEPR_repe_rep1_AM1472A-144_70,1,1,70,2,23,test,,2,34.22970297,90,4.086538462,1.7,3,2,3,4,3,190,30,1,3,1,3,3,1800,184,1,3,1,3,2,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207350,AM1472A-145,,plot,5328676,202267IDEPR_repe_rep1_AM1472A-145_337,1,1,337,8,32,test,,,,,,,1,,,4,,,,,,,,,,,,1,,,2,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207351,AM1472A-146,,plot,5329064,202267IDEPR_repe_rep1_AM1472A-146_766,1,1,766,17,30,test,,3,26.12820163,30,2.884615385,1.2,3,2,0,4,4,160,20,4,1,1,4,2,780,46,0,4,2,2,5,3,"Alta Pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207354,AM1472A-149,,plot,5328883,202267IDEPR_repe_rep1_AM1472A-149_379,1,1,379,9,11,test,,2,24.84236364,80,0.961538462,0.4,3,2,0,4,4,200,40,1,1,1,5,2,290,15,0,3,1,2,4,3,"Alta Pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207344,AM1472A-14,,plot,5328824,202267IDEPR_repe_rep1_AM1472A-14_98,1,1,98,3,6,test,,0,,120,,,3,1,,4,,120,10,,3,1,5,2,,,,1,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207792,AM1472A-150,,plot,5329870,202267IDEPR_repe_rep1_AM1472A-150_430,1,1,430,10,31,test,,3,28.14935795,70,2.403846154,1,3,2,0,4,4,140,20,4,3,1,5,2,670,47,0,4,1,3,3,5,"Alta Pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10977,202267IDEPR_repe,202267IDEPR_repe,RCBD,1.3,3.2,,no,no,2022-July-25,2023-April-17,56,"Repelon. Atlantico, Colombia",4207355,AM1472A-15,,plot,5328834,202267IDEPR_repe_rep1_AM1472A-15_176,1,1,176,4,9,test,,1,29.08957637,70,3.125,1.3,2,1,1,4,4,150,30,1,3,1,3,2,970,73,0,2,1,2,1,3," (Operator: lizbethpino, Time: )"
